reviews,star
"ร้านนี้ผ่านหลายรอบ เห็นร้านสวยน่านั่งเลยลองแวะดูค่ะ พอสั่งอาหารแล้วจะเช็คอินวงในจึงเห็นว่ามีโปรโมชั่น จึงถามพนักงานดู ได้ความว่าใช้ไม่ได้ค่ะ รับแค่ดีลของเอ็นโซโก้ที่ปลิ้นเป็นกระดาษเท่านั้น
การบริการ ควรปรับปรุงอย่างยิ่งค่ะ พนักงานเวลาถามเมนู ทำหน้าอารมเสียใส่ และตอบแบบไม่พอใจ (ถามแค่ว่าบะหมี่เป็นลวกมาหรือลวกเองคะ คือเห็นบางร้านเวลาสั่งหม้อไฟจะมีออฟชั่นลวกบะหมี่เอง)
เมนูที่สั่ง
-หม้อไฟเนื้อ เนื้ออร่อยดีค่ะ น้ำซุปขมไปหน่อย
-เอ็น,หมูตุ๋น นุ่มดีค่ะ
",0
"     รีวิวนี้เป็นความคิดเห็นส่วนตัวผมจากประสบการณ์ที่ได้ไปทานมาด้วยตัวเอง 
ภาพถ่ายอาหารวันนี้จะไม่ค่อยชัดนะครับเพราะร้านค่อนข้างมืดครับ

     อาจจะดูโหดร้ายไปหน่อยนะครับกับรีวิวแรกของร้านแล้วได้แค่ 1 ดาว  จริงๆแล้วถ้ามีติดลบผมก็จะให้ติดลบนะครับ

     ทางเข้าร้านค่อนข้างลึกครับต้องเข้ามาเส้นอนุสรณ์สถานบ้านน้ำเค็ม แล้วเลยเข้ามาอีกเกือบๆกิโลถึงจะเจอร้านแล้วมาตอนกลางคืนด้วยครับ มืดมากๆ น่ากลัวด้วย  แต่โชคดีที่มีเจ้าถิ่นนำทางมาด้วยเลยไม่ต้องกลัวหลง

     ที่ตั้งร้านอยู่ริมทะเลเลยครับตอนสึนามิมาตัวร้านเดิมก็พังไปหมดครับ ทางเจ้าถิ่นบอกว่าแถบนี้ราบเป็นหน้ากลองเลยครับ ตัวร้านแบ่งออกเป็น 3 ส่วนครับ 
สร้างเป็นโรงเรือนยาว 2 โรง สำหรับลูกค้า อีกส่วนเป็นครัวครับ

   อาหารที่สั่งในวันนี้ก็มีดังนี้ครับ

  - แกงเหลือง รสชาติไม่จัดจ้านเหมือนที่คิดไว้ ผิดหวังนิดๆครับ

  - ยำหมึก จานนี้รสชาติเค็มนำ เปรี้ยวตาม หมึกก็เหนียวไม่สดครับ 

  - หอยหวานย่าง จานนี้อร่อยสุดครับ ส่วนน้ำจิ้ม ก็ธรรมดาครับ

  - ปลากะพงทอดน้ำปลา ตัวเนื้อปลาพอจะทานได้ครับ ส่วนน้ำราดที่มาด้วยนั้น หวานแหลมแสบคอเลยครับ 

     สรุปหลังจากชิมอาหารครบทุกจาน เจ้าถิ่นที่มาด้วยถึงกับเดินไปถามในครัวแต่กลับได้รับคำตอบกลับมาว่าคนอื่นก็กินได้ไม่เห็นมีใครบ่น ได้คำตอบแบบนี้มาก็จบครับ ก็ถือซะว่าผิดเป็นครูครับ ",0
"กินที่สาขาไล้ทเฮ้าท์ มาตั้งแต่เริ่มเปิดใหม่ๆ ช่วงแรกๆถือว่าดี แต่ช่วงหลังๆคุณภาพอาหารเริ่มแย่ลงโดยตลอด
ล่าสุดไปกินมาเมื่อ 14/6/2557 พาครอบครัวไปกินเปิดโต๊ะใหญ่สุด 
เนื้อคุณภาพเข้าขั้นแย่  ผักไม่สดเลย เนื้อปลาแซลมอนมาอย่างซีด ข้าวผัดกระเทียมแฉะ คนละเรื่องกับคอมเมนต์หน้าม้าที่มาอวยๆทั้งหลาย 
พวกเมนูทานเล่นต่างๆ มาแบบเย็นชืด   คนที่ไปด้วยก็บ่นๆกัน จนผมรู้สึกไม่ดีเลย สรุปมื้อนั้นจบลงด้วยความไม่ประทับใจอย่างแรง

ถ้าไม่เร่งปรับปรุง ลูกค้าประจำหายแน่ๆ คงจะเหลือแต่ลูกค้าขาจรที่หลงคำโฆษณาเข้ามากินเท่านั้น

ส่วนผมขอลาขาด....ไม่เอาแล้วครับ

ปล.ถึงน้องผู้หญิงเจ้าของร้าน ถ้าคุณจะมาหยิ่ง มาทำหน้าบึ้งเชิดใส่ลูกค้า ขอแนะนำให้เฝ้าอยู่หลังร้าน 
ปล่อยให้น้องพนักงานเขาทำหน้าที่ดูแลลูกค้าแทนดีกว่า พวกเขาทำหน้าที่นี้ได้ดีกว่าคุณมากจริงๆ อันนี้ขอชมพนักงานทุกคนครับ",0
เนื่องจากเคยทานหม้อไฟร้านนี้ก่อนมีโปร ก็อร่อยใช้ได้ พอมีโปรก๋วยเตี๋ยวเลยไปลอง พนักงานพม่าบอกไม่มีโปรนี้ ไม่!!!เราไม่ยอม555เรียกพนักงานคนไทยมา สรุปได้กินในคูปองเขียน49บาท แต่ก๋วยเตี๋ยว55บาท เส้นเล็กแบนๆๆแปลกๆดีน้ำซุปออกหวานมีกลิ่นยาจีนพริกไทยดีแต่ข้นๆเพราะแป้งจากเส้นรึป่าวไม่รุ้ สั่งเอ็นล้วนได้มา3ชิ้น ส่วนธรรมดาได้เอ็น1เนื้อ1เนื้อตุ๋น1 นี่คือน้อยไปป่ะ สำหรับราคานี้ รึว่าของฟรีกินแค่นี้พอ อารมณ์เสีย ถ้าจะจัดโปรแล้วทำไม่ดีก็อย่าทำ ตะเกียบก็คีบไม่ติดเส้นเลย ต้องใช้ช้อนกิน สรุปร้านนี้ไม่ผ่านอย่ากิน จบ!,0
"ร้านชื่อดังย่านโซโห New York ซึ่งก็ร่ำๆอยากมาทานนานมากๆแล้ว วันนั้นเห็นที่Embassy ก็มี เลยหาโอกาสมาทาน 
ตอนเข้ามาในร้านตื่นตาตื่นใจมากค่ะ ออกตัวก่อนเลยว่า ไม่เคยไปที่สาขาอื่น เพิ่งมาสาขานี้ครั้งแรก กิตติศัพท์เรื่องกาแฟ Sandwich และขนมขึ้นชื่อมาก 

ตอนเราเข้าไปนั่งที่สาขานี้มีโต๊ะอยู่ไม่เยอะมาก และคนก็นั่งไม่กี่โต๊ะ เราก็เดินเข้าไปเก้ๆกังๆ ที่หน้าเคาเตอร์เล็กๆ เพราะป้าย Please wait to be seat ยืนอยู่นานก็ไม่มีคนสนใจ ก็เลยตัดสินใจไปนั่งเลย ไม่ได้นั่งหลบมุม หลังเสาหรืออะไรทั้งสิ้น นั่งไปซักพักก็ยังไม่มีใครเห็นเราอยู่ดี เลยเดินออกไปที่ตู้ของคาว และถามว่าจะสั่งอาหารค่ะ ทางพนักงานที่ดูแลที่ตู้บอกว่า สั่งจากที่โต๊ะได้เลย เราก็งงๆ เดินกลับมานั่ง ก็ยังไม่มีใครสนใจ จนคนเริ่มเยอะขึ้น และโต๊ะอื่นก็ได้สั่งอาหารไปแล้ว จนหน้าเราคงเริ่มฉุนมากแล้ว พนักงานที่อยู่ที่ตู้ก็สะกิดให้พนักงานต้อนรับเอาเมนูมาให้ 
พนักงานรับเมนูก็ยิ้มแย้มดี แนะนำอาหาร เราก็สั่ง Cobb Salad/ Salmon Teriyaki และน้ำดื่ม ซึ่งทางพนักงานก็ถามค่ะว่าเอาแบบSparkling หรือแบบStill เราก็บอกว่าเอาแบบStill 

ซักพัก Cobb Salad (110) ก็มาค่ะ รสชาติดีนะคะ สดชื่นดี แต่ทานไปนานๆ น้ำสลัดมันเข้มข้นมากจนคำหลังๆต้องเอาส้อมโกยผักขึ้นมาพักก่อน 

Salmon Teriyaki (220!!) จานนี้มาแบบโล้นๆ ไม่มีPresentationอะไรทั้งสิ้น ไม่มีผักมาด้วย ปลาชิ้น ซอสราด จบ..ความเห็นส่วนตัวถ้าราคาขนาดนี้ ต้องมีอะไรบ้างหรือเปล่า มันดูไม่โปรอย่างรุนแรง 
รสชาติ เนื้อปลา นุ่มดีค่ะ  ซอสก็ใช้ได้ค่ะ แต่Presentationไม่ไหวจริงๆ 

....และน้ำเปล่าก็ไม่มา แล้วเราก็ไม่ตามด้วย ไม่พอใจจริงๆ... 

หลังทานเสร็จ เราก็สั่ง ลาเต้ร้อน และ ชาเขียวถั่วแดง มาพร้อมกับLemon Meringue pie กาแฟอร่อยค่ะ นุ่มและหอม ส่วนเลมอนพายก็อร่อย เปรี้ยวหวานกำลังดี เนื้อพายกรอบอร่อย ส่วนชาเขียว Green Tea Red Bean Latte สั่งมา เราก็พยายามทานแล้ว คนแล้ว เลยเรียกพนักงานมาถามว่า Red Bean มันอยู่ตรงไหน ก็ได้รับคำตอบว่าเป็นRed Bean Syrup??!  อ้าววว...เลยกินอีก ก็ยังไม่เก็ตอยู่ดี แต่ที่เจอเต็มๆก็คือผงชาเขียวมันเกาะเป็นก้อนๆค่ะ เป็นแม็ดๆเลย แล้วก็ขมมากๆ 

ตอนคิดเงินก็กะไว้อยู่แล้วว่าต้องมีเมนูน้ำเปล่า ก็เลยบอกน้องเค้าไปว่า มันไม่มาค่ะ เค้าก็รีบขอโทษขอโพยและลดค่าน้ำเปล่าไป สนนราคามื้อนี้700 บาทถ้วน นอกจากกาแฟแสนอร่อยและพายเลมอนแล้ว อย่างอื่นไม่น่าจดจำเลย 

คราวหน้าถ้าจะทาน จะไปลองที่สาขาใหญ่ที่ตึกมหานครค่ะ สาขานี้คงไม่มาอีกแล้ว 

",0
"เดินเข้ามาในร้านเหมือนจะดูดี คนเยอะเต็มร้าน พอได้โต๊ะ (ที่ต้องเดินมานั่งเองไม่มีพนักงานรับคิว???) ก็สั่งอาหาร รออาหารไปครึ่งชั่วโมงมาสองเมนูจากหกจาน รอไปอีกครึ่งชั่วโมงเป็นหนึ่งชั่วโมงอาหารก็ยังไม่มา พอตามอาหารแบบจริงจังให้ไปเอารายการที่สั่งมาดู เค้าก็บอกว่า รายการที่สั่งไปที่ยังไม่ได้นั้นของหมด ปกติพนักงานรับออเดอร์ควรจะเดินมาบอกว่าของหมด แต่นี้เด็กเสริฟลากลับบ้านหลายคน ทำให้ไม่มีใครเดินมาบอก เราก็รออาหารไปแต่ครัวไม่ได้ทำ ก็คือรอเก้อ สุดท้ายได้รับกับข้าวแค่สองจาน กินก็ไม่อิ่ม ต้องไปกินร้านอื่นต่อ เสียอารมณ์ เสียเวลา

โต๊ะข้างๆเค้าก็เจอมีปัญหาเหมือนกันนะ คืออาหารมาไม่ครบ แก้วเปล่าได้ไม่ครบ เค้าพาฝรั่งมาทานด้วยเจอแบบนี้อับอายขายหน้าประเทศเราหมด

ถ้าเจ้าของร้านได้อ่านคอมเม้นนี้ฝากให้จ้างเด็กเสริฟเพิ่มหน่อย จัดตารางให้เค้ากลับบ้านเวลาอื่นก็ได้ ไม่ก็ให้ค่าจ้างเค้าคูณสองเค้าจะได้อยู่ที่ร้าน คือลูกค้าเจอแบบนี้ ถึงคุณมีชื่อเสียงที่คุณมีว่าอาหารอร่อยเค้าก็ไม่ไปกินอีกแน่ๆ 

ใครที่จะไปทานร้านนีีไปเถอะครับ อาหารที่ผมได้ทานไปสองอย่างก็รสชาติดีแหละ แต่บริการห่วยจริงๆ ห่วยขั้นเทพ ",0
คุณภาพเนื้อย่าง / ชาบู พอรับได้ น้ำจิ้มอร่อย ราคาโอเค ให้ชั่วโมงการกินเยอะ (2 ชม.) ได้กินจริงๆแค่ชั่วโมง นอกนั้นเสียเวลาในการสั่งอาหารมากๆ พนง.ดูแลไม่ทั่วถึง สั่งออเดอร์ไปใช้เวลาเสริฟ์นาน อาหารมาช้า ไม่แนะนำช่วงเสาร์-อาทิตย์ รอจนเสียอารมณ์ค่ะ 530฿ กินได้ไม่คุ้ม,0
"คือจองโต๊ะไว้เรียบร้อย ขับรถฝ่ารถติดไปถึง ปรากฏว่าไม่มีที่จอดค่ะ ทำไงล่ะ ยามก็จนปัญญา เลยลองขึ้นไปที่ร้าน เพราะจองไว้ ให้เพื่อนวนรถ ปรากฏว่า คนรอหน้าร้านเยอะมากกกกก มองหาพนักงาน ไม่มีสักคน ลองโทรไปเบอร์ที่จอง ปิดเครื่องค่ะ เยี่ยม โทรเบอร์ร้านก็สายไม่ว่าง ถ้าว่างก็ไม่มีคนรับเลย โทรหลายรอบมากกๆๆ ยืนรออยู่สักพัก ไม่มีพนักงานให้ถามเลน เลยตัดสินใจไปหาซูชิร้านอื่นกินดีกว่า ถ้าจะจัดการแย่ขนาดนี้ มาไกลมาก ผิดหวังสุดๆๆๆๆ ขอไม่มีร้านนี้อีก 
พอกลับบ้านมาดูในเพจ ก็รู้สึกว่าคิดถูกแล้วที่ไม่ได้เข้าไปใช้บริการ รู้สึกว่า คนในร้านก็รออาหาร จานละชั่วโมงเหมือนกัน u_u",0
"วันนั้นผ่านไปพอดี ก็จอดรถ (ริมถนน) 
ร้านโล่งๆ แต่โต๊ะกับพื้นดูสกปรก ดำๆ มีคราบมัน ไม่เช็ดเลย 
ถามพี่ผู้ชายหน้าร้าน บอกว่า เปิดครับ
ก็เดินเข้าไปนั่ง ไม่มีใครสนใจก็เดินดูในตู้ส้มตำ แต่ไม่มีแม่ค้า ก็เดินมาหน้าร้าน ตรงตู้ข้าวแกง 
ยืนถาม ""มีอะไรกินบ้างคะ?"" 
.....เงียบ มัดถุงกับข้าว พร้อมคุยกันหัวเราะกิ๊กๆ
""เอ่อ ขอโทษค่า มีอะไรกินบ้างค้าาา"" 
....."" อ้อ มีที่เห็นเนี่ย ในถุงแกะให้ได้ จะเอาอะไรล่ะ""
""เอ่อ ส้มตำ มีอยู่มั้ยคะ เห็นมีตู้ส้มตำ""
....ชี้มือไปอีกฟากร้าน แม่ค้าส้มตำชายตามอง แล้วก้มกินข้าวต่อ ไม่สนใจ 
 โอค จบ เดินออก =___=

",0
อ่านรีวิวอีกแล้ว เจ๋งมากไม่กินแล้วป่านเสียชาติเกิด ปลาช่อนแช่น้ำปลา ที่ไหนก็มีเจ๋งตรงไหน แฮ่กึ้นอย่างแพงหั่นบางขนาดนั้นไม่กรอบได้ไงเนี่ย ไม่ทัดคิดว่าข้าวเกรียบ ต้ม เกี้ยมฉ่ายใส่ๆเชงๆคงต้องมีไรดี อือออ ใช่น้ำก๊อกเพราะได้กลิ่นคอรีน กุ้งพริงแกงดูน้ำมันเค้าเหอะกุ้งแทบไม่ต้องเคี้ยวเละในปาก,0
"เป็นร้านบุฟเฟ่ต์ ที่แตกไลน์มาใหม่ เพราะแต่ก่อนไม่มีบุฟเฟ่ต์แต่บอกเลยว่าคุณภาพเข้าขั้นว่าแย่ขั้นห่วยแตกไม่อร่อยเลย ไม่เคยเจอห่วยขนาดนี้ เมนูน้อยมากไม่เหมือนที่บอกหน้าร้านว่ามีอะไรบ้าง แบ่งเป๋นประเภทให้พิจารณากันเลยดีกว่า

สลัด : มีผักให้เลือกน้อยนิด ผักกาดแก้ว แครอท ข้าวโพด
ซุป : ซุปเห็ดที่ไม่มีเห็ด ต้มยำที่ไม่มีเห็ดหรือไก่ ทูน่าที่ไม่มีเนื้อทูน่า
พิซซ่า : หลากหลายหน้า แต่แป้งหนา ไม่อร่อยเลย
ไส้กรอก : หมู ไก่ - ไส้กรอกอีสาน ทาโกยากิ
สปาเก็ตตี้ : หมู ขี้เมา 
หมูสเต๊ะ เข้าพวกมั้ยเนี่ย

มีไม่เหมือนที่แจ้ง มีแค่นี้ อาหารน้อยไม่ว่าแต่ดันไม่อร่อยนี่แย่สุด เสียเงินเปล่าๆอย่ามากินค่ะ ไม่แนะนำ",0
"ร้านไอติมกึ่งน้ำแข็งใส ร้านเล็กๆ ตั้งอยู่ชั้น 4 ตรงข้ามร้าน บาร์บีคิวพลาซ่า... ร้านมีเมนูให้เลิกทั้ง ไอติมปกติ ไอติมขูดๆ แล้วก็พวกโทส ต่างๆ
  วันนี้ลองไป 3 เมนู  
-  ติมเมล่อนแบบขูดๆ เหมือนเอาผงเฟลเวอร์มาผสมน้ำแช่แข็งแล้วขูด... หึ หึ รสชาติปลอมมากค่ะ
- ติมมัชฉะแบบขูดๆ เช่นกัน.. อูว์... รสชาติปลอมไม่แพ้กัน ใช้เฟลเวอร์ชสเขียวแบบมีกลิ่นหอมเหมือนมะลิอะค่ะ
- โทส... หน้าตาดูดีม๊ากกก แต่ขนมปังนี่ เคาะดังโกร๊ก! แข็งจนกินไม่เข้าทีเดียว
  สรุปร้านนี้... ไม่ผ่านด้วยประการทั้งปวงค่ะ!!!",0
ผมคงมาในจังหวะไม่ดี ทำให้ได้กล้วยทอดที่ชืดมากๆ อมน้ำมันสุดๆเย็น แข็งโป๊ก กินแทบไม่ได้แป้งก็ไม่แทบไม่ติดตัวกล้วย เห็นแปะป้ายซะหราเลยว่าอแกรายการแจ๋วเลยแวะชิม จริงๆคงอร่อยแหละแนะนำให้ดูตัวกล้วยก่อนซื้อนะคับว่าทอดนานรึยัง ถ้าไม่ร้อนแล้ว เสียรสชาดครับ เสียดายจริง ผมให้คนอื่นลงไปซื้อเลยไม่ได้ดูเอง พลาดไปคีับ,0
มากินร้านนี้อีกครั้ง เพราะติดใจรีฟิวชาเขียว รสชาติอาหารก็ดี แต่ #ไม่ประทับใจพนักงานในร้านมาก บอกเลยเขียนรีวิวมา เพิ่งติพนักงานร้านนี้ เสริมอาหารหน้าตาไม่พอใจ เสียงดัง หน้าบูดมาก ไม่ไหวเลย บอกเติมชาก็ช้า ทำเสียงดังๆ อร่อยแค่ไหนแต่บริการห่วยๆ ก็ขอบาย ค่ะ,0
เค้าวิวกัน อร่อย อยากมาก แล้วไงลมเสียตั้งแต่นั่ง เก้าอี้กับโต๊ะละ พิการตอนออกแบบ เก้าอี้เตี้ยโต๊ะสูง สงบใจ เตี๋ยวอร่อย สะดุดเมนูละ ต้มยำแต่จะเอาน้ำต้องเสียตังเพิ่ม สูตรเค้าแห้งค่ะ งั้นเอาน้ำมาด้วนก็ได้ เต๋วมาปุ๊ปสูตรแห้งใช่มั้น แต่เส้นเกาะติดกัน ต้องรีบเอาน้ำต้มยำหยอด น้ำต้มยำก็ยังกับอิรักมาเองเจ้าของย่อน้ำมันเรียกพี่ สรุปธรรมดา แพง ไร้สาละ กุ้งพึ่งt25มาผอมบางเหลือเกินไม่มีมันสมอง ตากแดดไว้กุ้งแก้วชัดๆ,0
คาปูชิโน่เย็น คือ กาแฟครึ่งแก้ว ฟองนมอีกครึ่ง วงแก้วส่วนล่างแคบ กาแฟจึงน้อยมากๆ ราคาแก้วละ 70-80 และไม่อร่อยเลย เสียความรู้สึก เป็นร้านที่มีที่จอดรถเยอะจริง แต่แพง น้อย และไม่อร่อย ลองทานแค่กาแฟ ก็จอด,0
"ไม่ได้ว่าอย่างนั้นอย่างนี้นะ เราทำกับข้าวไม่อร่อย แต่เรามีหน้าที่กินอาหารอร่อย ^^_  

 ร้านตะเองบริการดีนะ แต่เค้าหิวมาก เลยคิดว่าช้า ???? ?
 ความสะอาด ????????
 อาหาร ที่เค้าสั่งมา ส่วนใหญ่รู้สึกว่าหวานนำทุกอย่างเลย (เซงส้มตำนี่แระ ปูปลาล้า จะหวานนำทำไม??)
เค้าใจกันนะ????",0
"เพิ่งไปทานมาเมื่อวานเย็น เพื่อนที่มีบ้านอยู่แถวนั้นพาไปครับ
ผมค่อนข้างจะพิถีพิถันกับเรื่องอาหาร ร้านอาหารอย่างไรก็ได้ แต่ต้องอร่อย ซึ่งเพื่อนผมกับทราบดี
ผมได้อ่าน reviews จากหลายๆท่านใน wongnai นี้  ให้ดาวกันเพียบ และอยากกลับมาทานซ้ำอีก เลยคิดว่าน่าจะได้ทานของอร่อยแน่ๆ
ร้านดูดีครับ  จัดแบบแปลกๆ มีโซฟาแปลกๆ ดูไม่เข้ากับบรรยากาศของร้านนัก  แต่ก็ช่างหัวมันเถอะ เรามากินอาหาร
ดูเมนูและรูปแล้ว สรุปว่าเป็นร้านอิตาเลี่ยน style ไทยๆ และราคาแบบไทยๆครับ  คล้ายๆร้านเชฟถนอม อยู่แถวๆกรมศุลกากร
เพื่อนผมสั่งพอร์คชอป  ภรรยาเขาสั่งเป็ดอะไรซักอย่างกับข้าว ผมสั่งชีสบอล กับขนมปังหน้าปูอะไรประมาณนั้น มาเป็นจานกลางตามที่คนแนะนำ  แต่ยังไม่ได้สั่งอาหารของตัวเอง
กว่าจะตัดสินใจได้ว่าจะสั่งสปาเก็ตตี้หมึกดำ ราดซ๊อสมะเขือเทศกับปู  ก็อีก5 นาทีต่อมา ซึ่งเริ่มมีลูกค้าเป็นครอบครัวทยอยเข้ามาในร้าน
อาหารที่สั่งไปตอนแรก มาได้เร็วดี  ผมไม่ได้ทานของเพื่อนและของภรรยาเขา  แต่ดูอาหารแล้ว การนำเสนอไม่น่าจะมาจาก ""chef""  เลย  เรื่องรสชาติของเป็ดและหมูก็คงไม่ได้อะไร เพราะจะถูกกลบด้วยซอสที่ราดมาเพียบ
ซีสบอล ยังทอดไม่ได้ที่  ใส้ซีสยังไม่อุ่นพอที่จะทำให้ซีสละลาย เยี้ม   กลิ่นน้ำมันที่ใช้ทอดก็เหม็นนำออกมาอย่างเด่นชัด เพราะเป็นน้ำในที่ใช้ซ้ำ กินเข้าไป 1 ลูก  ต้องกลั้นใจกินลูกที่สอง  แต่ลูกที่สาม  ไม่ยอมเอาเข้าปากแน่นอน
ขนมปังหน้าปู    มองไม่ออกว่าเป็นอะไร  มีซอสมะเขือเทศสับมาให้ด้วย  ลองไป .....  กลั้นใจกินให้หมดไม่ไหวครับ  ไม่มีรสชาติ  ขนมปังหนาเหลือเกิน  ถ้าขนมปังอร่อย ก็เป็นอีกเรื่อง  โชคดีที่มา 3 ชิ้น  รับผิดชอบไปคนละชิ้น
สปาเกตตี้หมึกดำของผมครับ  มาเมื่อเพื่อนและภรรยาเขาทานของเขาเสร็จไปแล้ว 20 นาที  รวมเวลาจากที่สั่งไปน่าจะ 35นาที
หน้าตาพอใช้ได้  ให้มาเยอะทีเดียว  ....กินเข้าไปคำแรก  ยังหารสชาติไม่เจอ  ไม่รู้รสมะเขือเทศ  ไม่ได้กลิ่นหรืออะไรที่เกี่ยวกับปูเลย  ลองคำที่สอง พยายามจะหาความอร่อย  จุดเด่นของจาน  หาไม่ได้เลย  บอกไม่ถูกครับ  เลยต้องบอกเพื่อนว่าผมขอไม่ทานต่อนะครับ
ผมเกรงใจเพื่อนมาก  เพราะเขาเขาเป็นคนจ่ายเงิน และอยากนำเสนอมาก  แต่ต้องขอโทษครับ  ไม่ผ่านจริงๆ ",0
"เคยมาห้่ปีก่อน ประทับใจมาก วันนี้ดั้นด้น แวะมาทั้งที่อ้อมหลายสิบกิโล ผิดหวังมากครับ มาถึงคนก็ไม่ได้มาก เพราะบ่ายสองกว่าแล้ว สั่งอาหารห้าอย่าง
กุ้งแม่น้ำเผา - พอแหลกด้าย
ยำไข่แมงดา - พอแหลกด้าย
ทอดมันกุ้ง - ใส่พริกไทยซะเยอะ อาหารหลักของเด็กๆนะ สงสัยกุ้งไม่สด
ห่อหมก - หวาน ตลาดน้ำใน กทม ยังอร่อยกว่า
หอยนางรมสด - มันจืดๆ บอกไม่ถูก ไม่มีกลิ่น แต่หอยไม่หวาน ไม่รู้ทำไม สรุปกินไม่หมด

มีอย่าวเดียวที่รถชาดคงที่ LEO 555",0
ตั้งใจจะมากินสเต็กหมูคุโรบูตะเลยค่ะ เพราะเดินผ่านร้านมาหลายรอบ แต่ไม่มีโอกาศได้กิน วันนี้เลยจัดให้หายอยาก พอได้มาก็แบบว้าวว จัดแต่งจานสวยดีค่ะ สเต็กทำมาน่าทานเลยทีเดียว เริ่มจากหยิบเฟรนฟรายทานก่อนอย่างแรก ทำไมมันเหี่ยวอ่ะ ไม่มีความร้อนเลยยย เหมือนทิ้งมาซักพักแล้ว ไม่เป็นไรๆ ปลอบใจตัวเอง กินสเต็กก็ได้ แต่แบบว่าแม่เจ้ามันเหนียวมากกก เหนียวเว่อร์ ไม่เคยกินสเต็กเหนียวขนาดนี้ ก็ปลอบใจตัวเองอีกว่าหั่นผิดทางรึป่าว ลองหั่นกินอีกทาง แต่ก็แบบเหมือนเดิม!! พอเลยค่ะ ไปหาอย่างอื่นกินดีกว่า เช็คบิล เดินออกร้านทันที,0
"ตำมั่ว ราคาไม่เบา

สั่งตำถาดไป พนักงานถามว่าเอา เอาเผ็ดมาก แต่ที่ได้มาสีจืดมาก เป็นพริกเขียว ไม่มีความเผ็ดเลย ส่วนกะหล่ำปลีทอดน้ำปลา นึกว่าสั่งต้มน้ำปลากะหล่ำปลี น้ำเยอะเกิ้น
โดยรวมไม่ประทับใจเอามากๆ ",0
"ร้านที่สี่ที่นิวคุงได้ไปกินที่ตลาดน้ำขวัญเรียมนี้ เป็นร้าน ไก่ทอดจิ้มแจ่ว ครับ ^^
โดยร้านนั้นจะเปิดอยู่ที่ตลาดน้ำขวัญเรียมฝั่งวัดบางเพ็งใต้ (ฝั่งถนนราม) ร้านเป็นซุ้มขายของกินโซนที่มีอาคาร (ใกล้กับคอกสัตว์) ที่เป็นโซนเน้นซื้อกลับไปกินครับ
หน้าร้านจะมีป้ายติดกรอบหน้าหนังสือพิมพ์ที่เคยลง และนิวคุงเห็นคนต่อคิวซื้อกินกันเยอะเลย ขอลองชิมซักหน่อย

เมนูไก่ทอดของร้านนั้นจะมีแค่แบบเดียวคือ ปีกบนไก่ทอด (น่องเล็ก) เท่านั้น
ราคาขายจะขายเป็นขีดๆละ 35 บาท (ได้มา 3 น่อง) และข้าวเหนียว 10 บาท

วันนี้นิวคุงได้ลองกิน ปีกบนไก่ทอด (น่องเล็ก) ครับ
ขอบอกเลยว่า ผิดหวังเลยทีเดียว เพราะไก่ทอดของร้านนี้ ทอดออกมาได้เลี่ยนน้ำมันมากๆ หยิบขึ้นมากินนี่มันเยิ้มน่องไก่เลย
พอกัดเข้าไปแล้วชวนแหวะมาก เนื้อไก่มันนุ่มแบบดิบๆ เหมือนจะไม่สุก เป็นรสหวานอมน้ำมันชวนเลี่ยน ไม่อร่อยเลยแม้แต่น้อย
แม้ว่าทางร้านจะมีจิ้มแจ่วให้จิ้มกินด้วย รสเปรี๊ยวเผ็ดก็พอช่วยดับเลี่ยนได้ แต่ตัวน่องไก่ไม่อร่อยจริงๆ เหอๆ

สรุปโดยรวม (เต็ม 10)
ให้ 2 คะแนน ไม่รู้ว่าทำไมร้านนี้คนกินเยอะกันจัง อร่อยตรงไหน พนักงานก็หน้าบึ้ง ไม่มีอะไรโดนใจเลยร้านนี้ - -*

ข้อความ ความคิดเห็นและคะแนนต่างๆ เป็นความคิดเห็นส่วนบุคคล หากสร้างความไม่พอใจประการใดก็ขออภัยมาใน ณ.ที่นี้ด้วยครับ
New Kung พาชิม >> Review at  21 / 10 / 57
",0
"“เกลียวทอง หมูกะทะ” ร้านหมูกะทะ อยู่ตรงปากซอยอินทามระ 10 
บรรยากาศร้าน เราว่า ร้านกว้างขวางดีนะคะ เป็นร้านแบบเปิดกว้าง มีที่นั่งรองรับลูกค้าเยอะเหมือนกันคะ เรียกได้ว่า เลือกนั่งได้ตามชอบใจเลย
มาถึงด้านอาหารกันบ้างดีวกว่า เอาเข้าจริงๆ อาหารก็ไม่ได้มีให้เลือกหลายนะคะ พวกเราสั่งเป็นซีฟู้ดด้วย กุ้ง ปลาหมึก หอย
เราว่าอาหารไม่สดเลย มีกลิ่นคาวมากๆ และไม่เติมอาหารให้ต่อเนื่อง น้ำจิ้มก็ยังไม่โดนใจเท่าไหร่ 
แต่ควรจะปรับปรุงเรื่องความสดของอาหารเป็นอันดับแรกเลย
ขนมก็มีให้เลือกทานน้อย 
พนักงานก็บริการธรรมดามากๆ 
เสียความรู้สึกคะ .... 
",0
